Category,Item Name,Margin %,Cost,Active Price
SHOES,MEG RUBBERS,20,200,250
SHOES,KURT 871,12.5,350,400
SHOES,L8248 - 9,7.5,370,400
SHOES,KC 25123,7.89,350,380
SHOES,KQ 22766,7.5,370,400
SHOES,KQ 22860,9.38,290,320
SHOES,2020 - 45,10.71,250,280
SHOES,KQ 22849,9.09,300,330
SHOES,KQ 22814,8.57,320,350
SHOES,KQA 2387,12.12,290,330
SHOES,KQ 22778,9.09,300,330
SHOES,KQ 22885,12.12,290,330
SHOES,KQ 22843,6.06,310,330
SHOES,D - 3159 NEW,9.09,300,330
SHOES,X - 01,8.57,320,350
SHOES,D - 2210,9.09,300,330
SHOES,KS - 034,11.75,291.22,330
SHOES,D - 363,9.09,300,330
SHOES,LADIES SNEAKERS KURT,12.5,350,400
SHOES,KURT 606 - 1,12.5,350,400
SHOES,8147A,8,230,250
SHOES,KS - 040,21.57,274.5,350
SHOES,6129 - 1,8,230,250
SHOES,A2021 - 11,10.71,250,280
SHOES,8219 - 3,8,230,250
SHOES,KS 21461,8,230,250
SHOES,KS 21492,12,220,250
SHOES,KS 21462,8,230,250
SHOES,8219 - 2,8,230,250
SHOES,YASIN MEN RUBBERS,18.44,326.23,400
SHOES,8281 - 85,8,230,250
SHOES,8281 - 78,8,230,250
SHOES,8281 - 25,8,230,250
SHOES,KS 21457,10.71,250,280
SHOES,KS 21482,10.71,250,280
SHOES,KC 25113,7.89,350,380
SHOES,KQ 22581,6.06,310,330
SHOES,KQ 22846,6.06,310,330
SHOES,KQ 22926,16.67,250,300
SHOES,KQ 22856,6.25,300,320
SHOES,KS 21430,20,200,250
SHOES,KQ 22855,9.38,290,320
SHOES,KQ 21427,8,230,250
SHOES,KQ - 22629,43,188.11,330
SHOES,WQ - 3106,22.26,256.55,330
SHOES,KQ 22704,47.67,167.44,320
SHOES,KQA  - 2155,100,0,330
SHOES,KQA - 2123,39.39,200,330
SHOES,KC - 25105,7.89,350,380
SHOES,KS - 21454,48.36,144.58,280
SHOES,KC - 25098,36.84,240,380
SHOES,KQA - 2463,48.66,169.41,330
SHOES,KS - 21437,19.23,201.93,250
SHOES,KC - 25114,7.89,350,380
SHOES,KS - 21442,10.71,250,280
SHOES,6129 - 6,10.71,250,280
SHOES,8281 - 71,8,230,250
SHOES,6219 - 8,10.71,250,280
SHOES,KS - 21443,41.12,147.2,250
SHOES,KQ - 22618,45.22,180.78,330
SHOES,KQ - 22747,44.76,182.28,330
SHOES,KQ  - 22790,8.57,320,350
SHOES,WQ - 3188,13.29,286.15,330
SHOES,K 20,12,220,250
SHOES,K 10,12,220,250
SHOES,K - 16,12,220,250
SHOES,D - 204,9.09,300,330
SHOES,K - 2,17.86,230,280
SHOES,KS - 077,6.06,310,330
SHOES,KS - 076,6.06,310,330
SHOES,D - 237 - 1,9.38,290,320
SHOES,F - 343,11.84,220.4,250
SHOES,D - 237 - 2,9.38,290,320
SHOES,KS - 046,9.09,300,330
SHOES,KS - 030,9.09,300,330
SHOES,B - 22032,9.09,300,330
SHOES,KS - 21422,33.3,166.74,250
SHOES,KQ  - 22802,52.57,156.52,330
SHOES,KS - 051,9.09,300,330
SHOES,KS - 031,9.09,300,330
SHOES,D - 2229,11.92,290.65,330
SHOES,K - 7,8,230,250
SHOES,KS - 010,9.09,300,330
SHOES,KURT KIDS SNAKERS,14.29,300,350
SHOES,PB - 15,7.89,350,380
SHOES,8137 - 77,16,210,250
SHOES,SY - 500,6.06,310,330
SHOES,PB - 17,7.89,350,380
SHOES,SY - 503,6.06,310,330
SHOES,6129 - 16,20,200,250
SHOES,SLING  BAGS,16.25,670,800
SHOES,6129 - 9,28.57,200,280
SHOES,8137 - 7,12.5,350,400
SHOES,8137 - 68,16,210,250
SHOES,KS - 047,9.09,300,330
SHOES,KS - 069,9.09,300,330
SHOES,D - 241 - 2,9.38,290,320
SHOES,D - 251 - 1,9.38,290,320
SHOES,D - 241 - 1,9.38,290,320
SHOES,688 - 14 -2,20,240,300
SHOES,305 - 9,7.89,350,380
SHOES,688 - 14 - 1,20,240,300
SHOES,KS - 033,9.09,300,330
SHOES,899 - 131,54.78,135.65,300
SHOES,KS - 21417,100,0,250
SHOES,KQA - 22714,100,0,320
SHOES,KS - 21498,10.71,250,280
SHOES,KQ 22668,8.57,320,350
SHOES,KS - 21455,100,0,280
SHOES,KQ 22683,100,0,330
SHOES,KC - 25110,7.89,350,380
SHOES,KQ 22660,100,0,330
SHOES,H - 333,12,220,250
SHOES,E 08,12,220,250
SHOES,BS 364B,13.33,260,300
SHOES,BS 324C,10.71,250,280
SHOES,BS 320D,10.71,250,280
SHOES,BS 324D,-25,250,200
SHOES,BS 364C,13.33,260,300
SHOES,BS - 337C,10,270,300
SHOES,KQ 22682,6.06,310,330
SHOES,BS 326D,10.71,250,280
SHOES,BS 320C,10.71,250,280
SHOES,BS 326C,10.71,250,280
SHOES,KQ - 22850,6.06,310,330
SHOES,KS - 21383,8,230,250
SHOES,KQ - 22728,11.43,310,350
SHOES,KQ - 22574,6.06,310,330
SHOES,KQ - 22845,12.12,290,330
SHOES,KQ - 22884,9.09,300,330
SHOES,KQ - 22616,9.09,300,330
SHOES,KS - 21365,8,230,250
SHOES,KS - 21360,8,230,250
SHOES,WQ - 3295,6.25,300,320
SHOES,KQ - 22648,9.38,290,320
SHOES,KS - 21369,8,230,250
SHOES,KS - 21370,8,230,250
SHOES,TANA SLIDES,-30,260,200
SHOES,KS - 21385,10.71,250,280
SHOES,KQ - 22608,9.09,300,330
SHOES,KQ - 22815,8.57,320,350
SHOES,KQ -  22612,12.5,350,400
SHOES,KQ - 22857,6.25,300,320
SHOES,KS - 21425,12,220,250
SHOES,AM - 5,6.06,310,330
SHOES,AM - 4,9.09,300,330
SHOES,SS - 20,8,230,250
SHOES,8219 - 6,16,210,250
SHOES,8281 - 86,11.54,230,260
SHOES,SY - 561,9.09,300,330
SHOES,D - 251 - 2,9.38,290,320
SHOES,SY - 560,5.13,313.08,330
SHOES,SY - 407,9.09,300,330
SHOES,SS - 21,8,230,250
SHOES,KQ - 22673,8.57,320,350
SHOES,SY - 566,5.98,310.27,330
SHOES,KQ - 22573,9.09,300,330
SHOES,KQ - 22602,12.5,350,400
SHOES,KQ - 22900,6.06,310,330
SHOES,8281 - 90,16,210,250
SHOES,8281 - 81,16,210,250
SHOES,SS - 11,10.35,268.96,300
SHOES,K - 14,12,220,250
SHOES,D - 2223,10.94,293.9,330
SHOES,KS - 027,9.09,300,330
SHOES,KS - 048,9.09,300,330
SHOES,K -22,12,220,250
SHOES,B -22006,9.09,300,330
SHOES,K -23,8,230,250
SHOES,F -356,8,230,250
SHOES,D - 3112,6.06,310,330
SHOES,F - 351,8,230,250
SHOES,K - 11,12,220,250
SHOES,KS -033,9.09,300,330
SHOES,K- 15,8,230,250
SHOES,K -9,8,230,250
SHOES,K -12,8,230,250
SHOES,K -1,14.29,240,280
SHOES,F -311,8,230,250
SHOES,K - 3,14.29,240,280
SHOES,K - 4,12,220,250
SHOES,F -347,8,230,250
SHOES,D - 2214,9.09,300,330
SHOES,D - 3118,6.06,310,330
SHOES,KQ - 22695,9.38,290,320
SHOES,WS - 3764,10.71,250,280
SHOES,KS - 21362,10.71,250,280
SHOES,KQ - 22694,9.38,290,320
SHOES,KQ - 22711,9.38,290,320
SHOES,WQ - 3287,6.06,310,330
SHOES,KQA - 2452,9.09,300,330
SHOES,WQ - 3319,6.06,310,330
SHOES,WQ - 2824,11.43,310,350
SHOES,KQA - 2440,8.57,320,350
SHOES,KC 25093,7.89,350,380
SHOES,KC 25080,7.89,350,380
SHOES,KQA 2437,12.12,290,330
SHOES,KS - 024,9.09,300,330
SHOES,D - 2228,9.09,300,330
SHOES,KS - 21376,10.71,250,280
SHOES,KS - 21424,12,220,250
SHOES,D - 2244,6.06,310,330
SHOES,PB -11,15,170,200
SHOES,ANGELINA DOLL,7.14,260,280
SHOES,BTT - 1806,10.71,250,280
SHOES,LN - 06,-11.11,300,270
SHOES,BTT - 1805,10.71,250,280
SHOES,BTT - 1802,10.71,250,280
SHOES,BTT - 1804,10.71,250,280
SHOES,KS 21402,17.86,230,280
SHOES,KQ - 22755,12.5,350,400
SHOES,KS 21386,10.71,250,280
SHOES,KQA - 2340,6.06,310,330
SHOES,KQ - 22785,7.5,370,400
SHOES,319D,14.29,240,280
SHOES,313C,14.29,240,280
SHOES,CROCO MEN RUBBERS,14.29,300,350
SHOES,LN - 07,10,270,300
SHOES,LN - 01,10,270,300
SHOES,8147 - 7,8,230,250
SHOES,BTT - 1801,10.71,250,280
SHOES,306D,14.29,240,280
SHOES,313D,14.29,240,280
SHOES,306C,14.29,240,280
SHOES,KS 21384,10.71,250,280
SHOES,KS 21395,10.71,250,280
SHOES,KS 21423,12,220,250
SHOES,KS - 21398,8,230,250
SHOES,KQA - 2528,12.12,290,330
SHOES,KQA  2551,9.09,300,330
SHOES,F -309,8,230,250
SHOES,KS 21426,12,220,250
SHOES,KS 21387,10.71,250,280
SHOES,KS 21412,8,230,250
SHOES,KQ - 22697,12.5,350,400
SHOES,KQA - 2363,3.03,320,330
SHOES,KQA - 2421,9.09,300,330
SHOES,R - 1,25,150,200
SHOES,RZ - 4,15,170,200
SHOES,KQA - 2163,7.5,370,400
SHOES,KS - 21379,7.14,260,280
SHOES,WQ - 3007,3.03,320,330
SHOES,KQA - 2083,6.06,310,330
SHOES,WQ - 3072,6.06,310,330
SHOES,KQ - 22786,8.57,320,350
SHOES,KQ - 22684,6.06,310,330
SHOES,KQ - 22646,6.06,310,330
SHOES,KQ - 22601,7.5,370,400
SHOES,WALTER WEDGES,10,900,"1,000.00"
SHOES,SY - 406,9.09,300,330
SHOES,KQ - 22654,6.25,300,320
SHOES,KS - 21477,10.71,250,280
SHOES,KQA - 2412,10,270,300
SHOES,KQA - 2318,9.09,300,330
SHOES,KQA - 2538,12.12,290,330
SHOES,SY - 312,7.89,350,380
SHOES,PB - 8,7.89,350,380
SHOES,SY - 15,8,230,250
SHOES,SY - 403,6.06,310,330
SHOES,SY - 26,8,230,250
SHOES,SY - 62,6.25,300,320
SHOES,SS - 28,8,230,250
SHOES,PB -8 SANDALS,25,150,200
SHOES,KIDS 25-30,65.52,200,580
SHOES,KIDS 30 - 36,61.67,230,600
SHOES,WALTER HEELS,13,870,"1,000.00"
SHOES,PB - 11 SLIDES,7.89,350,380
SHOES,ASSORTED DOLL SHOES,6.67,280,300
SHOES,KS - 21467,8,230,250
SHOES,A20 - 1,0,250,250
SHOES,KQA - 2155,6.06,310,330
SHOES,8281- 74,11.54,230,260
SHOES,KQ - 22681,9.09,300,330
SHOES,KS - 21430,8,230,250
SHOES,WQ - 2939,12.12,290,330
SHOES,KQ - 22787,8.57,320,350
SHOES,KQ - 22686,6.06,310,330
SHOES,KC - 25134,7.89,350,380
SHOES,KQ - 22653,6.25,300,320
SHOES,KC - 25119,7.89,350,380
SHOES,KS - 21466,8,230,250
SHOES,KS - 21465,8,230,250
SHOES,KS - 21363,8,230,250
SHOES,KQ - 22724,6.06,310,330
SHOES,KS - 21458,8,230,250
SHOES,KC - 25090,15.79,320,380
SHOES,KC - 25091,15.79,320,380
SHOES,D - 236-2,9.38,290,320
SHOES,D - 220,6.06,310,330
SHOES,D - 236 -1,9.38,290,320
SHOES,WS - 3774,8,230,250
SHOES,KS - 21440,10.71,250,280
SHOES,CHUNKY HEELS,28.57,500,700
SHOES,KC - 25086,8.57,320,350
SHOES,KC - 25058,8.57,320,350
SHOES,KS -  21399,8,230,250
SHOES,KQA - 2474,12.12,290,330
SHOES,KQ - 22759,12.5,350,400
SHOES,KQA - 2410,9.09,300,330
SHOES,KC - 25115,7.89,350,380
SHOES,D - 22008,9.09,300,330
SHOES,D - 353,9.09,300,330
SHOES,D - 2230,9.09,300,330
SHOES,KQ - 22672,11.43,310,350
SHOES,D - 2209,9.09,300,330
SHOES,KS - 21414,8,230,250
SHOES,SY - 313,7.89,350,380
SHOES,KS - 21480,8,230,250
SHOES,KQ - 22779,9.09,300,330
SHOES,KQ - 22700,12.5,350,400
SHOES,SY - 404,9.09,300,330
SHOES,SY - 22,8,230,250
SHOES,WIPE AND GO,10.71,250,280
SHOES,SY - 311,7.89,350,380
SHOES,PB - 12,7.79,368.82,400
SHOES,KS - 21372,8,230,250
SHOES,KQ - 22693,9.38,290,320
SHOES,WS - 3777,8,230,250
SHOES,KS - 21451,8,230,250
SHOES,WS - 3775,8,230,250
SHOES,WQ - 3275,6.06,310,330
SHOES,KQ - 22715,9.09,300,330
SHOES,KQA - 2510,6.06,310,330
SHOES,KQ - 22667,12.12,290,330
SHOES,KQ -  22677,7.5,370,400
SHOES,6688 - 1682C,9.09,200,220
SHOES,KQ - 33539,100,0,330
SHOES,KS - 21938,100,0,280
SHOES,KQ - 33487,100,0,330
SHOES,MG - 513,100,0,280
SHOES,KQ - 33501,100,0,330
SHOES,KS - 21939,100,0,280
SHOES,KS - 21916,100,0,280
SHOES,KS - 21965,100,0,280
SHOES,KQ - 33338,100,0,330
SHOES,KS - 21936,100,0,280
SHOES,2136 - 37,100,0,260
SHOES,SY - 733,100,0,330
SHOES,305 - 5001,100,0,380
SHOES,KQ - 33212,100,0,330
SHOES,KQ - 23067,100,0,450
SHOES,MG - 039,100,0,280
SHOES,MG - 518,100,0,280
SHOES,MG - 014,100,0,280
SHOES,A - 437,100,0,330
SHOES,MG - 008,28.57,200,280
SHOES,KS - 21906,100,0,280
SHOES,KQ - 33525,100,0,330
SHOES,KS - 21970,100,0,280
SHOES,KQ - 33488,100,0,330
SHOES,KQ - 33546,100,0,450
SHOES,KQ - 33364,100,0,330
SHOES,2136 - 26,100,0,380
SHOES,6071 - 1002,100,0,260
SHOES,D - 268 - 3,100,0,320
SHOES,9003 - 26,100,0,260
SHOES,KQ - 23068,6.67,420,450
SHOES,KQ - 33458,100,0,330
SHOES,KQ - 33502,100,0,330
SHOES,KQ - 33503,100,0,330
SHOES,KQ - 33462,100,0,330
SHOES,KQ - 33470,100,0,330
SHOES,KQ - 23030,100,0,330
SHOES,KQ - 33375,100,0,350
SHOES,KS - 21919,100,0,280
SHOES,KQ - 33444,100,0,330
SHOES,KQ - 33526,100,0,330
SHOES,KS - 21593,100,0,280
SHOES,KQ - 33507,100,0,330
SHOES,KQ - 23065,100,0,450
SHOES,KQ - 33316,100,0,330
SHOES,MG - 049,100,0,280
SHOES,MG - 047,100,0,280
SHOES,KQ - 33281,100,0,330
SHOES,KS - T09 -2,100,0,320
SHOES,KS - 21913,100,0,280
SHOES,PB - 3,100,0,330
SHOES,KQ - 33456,100,0,35
SHOES,KS - 21907,100,0,280
SHOES,9093 - 3002,100,0,260
SHOES,6071 - 1001,100,0,260
SHOES,KS - 21892,100,0,280
SHOES,KS - 21917,100,0,280
SHOES,KS - 21893,100,0,280
SHOES,KC - 25153,100,0,380
SHOES,KQ - 33497,100,0,330
SHOES,KQ - 33538,100,0,330
SHOES,MG - 018,100,0,280
SHOES,KQ - 33457,100,0,330
SHOES,MG - 009,100,0,280
SHOES,KQ - 33442,100,0,330
SHOES,B71 - 1,100,0,350
SHOES,D - 268 - 2,100,0,320
SHOES,MG - 028,100,0,280
SHOES,KS - 21959,100,0,280
SHOES,6140 - 27,100,0,260
SHOES,MG - 040,100,0,280
SHOES,MG - 017,100,0,280
SHOES,JHT - 53,100,0,430
SHOES,MG - 021,100,0,280
SHOES,KQ - 23001,100,0,450
SHOES,KS - 21894,100,0,280
SHOES,KS - 21911,100,0,280
SHOES,MG - 030,100,0,280
SHOES,MG - 025,100,0,280
SHOES,MG - 041,100,0,280
SHOES,KQ - 23115,100,0,350
SHOES,KQ -33449,100,0,350
SHOES,YC - 23001,100,0,280
SHOES,KS - 21760,100,0,280
SHOES,KL - 17,6.06,310,330
SHOES,9098 - 55,100,0,260
SHOES,KQ - 33467,100,0,350
SHOES,KS - 072,100,0,330
SHOES,KQ - 33468,100,0,350
SHOES,9098 - 811,100,0,260
SHOES,KQ - 33465,22.86,270,350
SHOES,KQ - 33450,100,0,350
SHOES,KQ - 33448,100,0,350
SHOES,KQ - 33496,100,0,350
SHOES,HK - 19,10.71,250,280
SHOES,KQ - 33407,100,0,350
SHOES,9098 - 809,100,0,260
SHOES,HK - 47,100,0,280
SHOES,KQ - 33587,100,0,450
SHOES,KQ - 33449,100,0,350
SHOES,AK - 061,17.86,230,280
SHOES,9098 - 13,100,0,260
SHOES,MG - 505,100,0,280
SHOES,MG - 519,100,0,280
SHOES,MG-068,14.29,300,350
SHOES,MG - 072,14.29,300,350
SHOES,MG - 076,100,0,280
SHOES,AB - 10,100,0,450
SHOES,MG - 063,100,0,300
SHOES,MG - 059,100,0,280
SHOES,MG - 064,100,0,350
SHOES,KQ - 33395,100,0,350
SHOES,JHT - 57,6.67,420,450
SHOES,D - 222,6.06,310,330
SHOES,KQ - 33516,100,0,350
SHOES,KQ - 33495,100,0,350
SHOES,UG -B32,100,0,330
SHOES,MG-082,100,0,280
SHOES,KQ - 33447,26.32,280,380
SHOES,MG - 528,100,0,280
SHOES,MG - 533,100,0,280
SHOES,KQ - 33480,100,0,350
SHOES,8137 - 126,100,0,380
SHOES,KQ - 23013,100,0,350
SHOES,2136 - 8,100,0,260
SHOES,KQ - 33481,100,0,350
SHOES,KQ - 23153,100,0,350
SHOES,KQ - 33191,100,0,350
SHOES,KQ - 33380,100,0,350
SHOES,KQ - 33433,100,0,350
SHOES,KQ - 22749,100,0,350
SHOES,SY - 316,100,0,330
SHOES,SY - 604,100,0,330
SHOES,RO - 187,100,0,300
SHOES,2136 - 1,100,0,260
SHOES,TUTU MANYOYA,100,0,250
SHOES,KIDS DOLLY SNEAKERS 25 - 30,100,0,300
SHOES,9098 - 807,100,0,260
SHOES,SY - B11,100,0,250
SHOES,KIDS DOLLY SNEAKERS 31 - 36,100,0,330
SHOES,L - 003,100,0,300
SHOES,KQ - 22664,100,0,350
SHOES,9098 - 810,100,0,260
SHOES,ES - 44,100,0,320
SHOES,ES - 43,100,0,330
SHOES,ES - 48,100,0,320
SHOES,UG - B32,100,0,330
SHOES,UG - B12,100,0,330
SHOES,9097 - 802,100,0,260
SHOES,RO - 185,100,0,300
SHOES,C - 1,100,0,230
SHOES,SY - C11,100,0,250
SHOES,KQ - 22812,100,0,350
SHOES,KQ - 22956,100,0,450
SHOES,KQ - 33197,100,0,350
SHOES,KQ - 33404,100,0,350
SHOES,ES - 42,100,0,320
SHOES,ES - 49,100,0,320
SHOES,ES - 47,100,0,320
SHOES,KQ  - 22989,100,0,350
SHOES,ES - 46,100,0,320
SHOES,D - 266 - 3,100,0,320
SHOES,ES - 35,100,0,300
SHOES,MG - 504,100,0,280
SHOES,ES - 40,100,0,300
SHOES,MG - 004,100,0,280
SHOES,KQ - 23158,100,0,450
SHOES,A - 434,100,0,330
SHOES,D - 259 - 2,100,0,320
SHOES,D - 259 - 1,100,0,320
SHOES,9098 - 47,100,0,260
SHOES,ES - 38,100,0,300
SHOES,HK - 51,100,0,300
SHOES,KS - T06 -3,100,0,320
SHOES,D - 278 - 2,100,0,320
SHOES,D - 3207 - 2,100,0,320
SHOES,AK - 040,100,0,280
SHOES,ES - 37,100,0,300
SHOES,ES - 41,100,0,300
SHOES,B - 252 - 3,100,0,320
SHOES,ES - 39,100,0,300
SHOES,SY - 432,100,0,330
SHOES,DA - 8191,100,0,380
SHOES,KS - 21857,100,0,260
SHOES,D - 253 - 3,100,0,320
SHOES,SY - 572,100,0,330
SHOES,RSM - 17 MEN,100,0,380
SHOES,MG - 001,100,0,280
SHOES,SY - 434,100,0,330
SHOES,DB - 9199,100,0,350
SHOES,L - 22042,100,0,330
SHOES,KS - T09 - 3,100,0,320
SHOES,KS - 21798,100,0,260
SHOES,ES - 36,100,0,300
SHOES,KQ - 33461,100,0,330
SHOES,A - 861,100,0,380
SHOES,DB - 9153,100,0,350
SHOES,D - 252 - 2,100,0,320
SHOES,KS - T06 - 2,100,0,320
SHOES,ES - 34,100,0,300
SHOES,A - 435,100,0,330
SHOES,KQ - 33340,100,0,330
SHOES,KS - 21654,100,0,280
SHOES,9093 - 1032,100,0,260
SHOES,9098 - 32,100,0,260
SHOES,8249 - 29,100,0,260
SHOES,KS - 21960,100,0,280
SHOES,KS - 21652,100,0,280
SHOES,KQ - 33342,100,0,330
SHOES,KS - 21889,100,0,280
SHOES,KQ - 33443,100,0,330
SHOES,KS - 21606,100,0,280
SHOES,KS - 21956,100,0,280
SHOES,MG - 515,100,0,280
SHOES,MG - 016,100,0,280
SHOES,MG - 503,100,0,280
SHOES,KS - 21887,100,0,280
SHOES,KQ - 33426,100,0,330
SHOES,KS - 21441,100,0,280
SHOES,KQ - 23144,33.33,300,450
SHOES,KQ - 33289,100,0,330
SHOES,KQ - 33430,100,0,330
SHOES,KQ - 33291,100,0,330
SHOES,KQ - 33520,100,0,330
SHOES,HK - 35,10.71,250,280
SHOES,HK - 40,100,0,280
SHOES,HK - 28,100,0,300
SHOES,D - 3207 - 1,9.38,290,320
SHOES,HK - 30,100,0,300
SHOES,HK - 66,100,0,280
SHOES,HK - 61,100,0,280
SHOES,D - 2256,27.27,240,330
SHOES,KQ - 33379,100,0,330
SHOES,KQ - 33409,100,0,330
SHOES,KQ - 33428,100,0,330
SHOES,UG - B01,100,0,330
SHOES,KQ - 33521,100,0,330
SHOES,HK - 06,100,0,300
SHOES,HK - 64,100,0,280
SHOES,KQ - 33341,100,0,330
SHOES,AK - 054,100,0,300
SHOES,9098 - 56,100,0,260
SHOES,KS - 21794,100,0,280
SHOES,KS - 21881,100,0,280
SHOES,KS - 21775,100,0,280
SHOES,KC - 25155,100,0,380
SHOES,KS -21794,100,0,280
SHOES,KQ - 33464,100,0,330
SHOES,KQ - 33408,100,0,330
SHOES,KQ - 23160,100,0,330
SHOES,KS - 21829,100,0,280
SHOES,KS - 21899,100,0,280
SHOES,KQ - 33361,100,0,330
SHOES,KQ - 33459,100,0,350
SHOES,KQ - 33422,100,0,330
SHOES,KQ - 33398,100,0,330
SHOES,KQ - 33429,100,0,330
SHOES,KS - 21886,100,0,280
SHOES,KS 21896,0,250,250
SHOES,YC - 23005,100,0,250
SHOES,KQ - 33418,100,0,330
SHOES,KQ - 22955,11.11,400,450
SHOES,SS - 66,100,0,280
SHOES,RS - 2,100,0,280
SHOES,9098 - 44,100,0,260
SHOES,2136 - 35,100,0,260
SHOES,KQ - 25154,100,0,330
SHOES,SS - 65T,100,0,280
SHOES,SS - 61,100,0,280
SHOES,RS - 1,100,0,280
SHOES,D - 278 - 3,100,0,320
SHOES,SS - 62,100,0,280
SHOES,KQ - 33460,100,0,350
SHOES,KURT SNEAKER,100,0,550
SHOES,9093 - 3003,11.54,230,260
SHOES,6140 - 28,100,0,260
SHOES,2136 - 11,100,0,260
SHOES,HT - 1A,100,0,320
SHOES,9098 - 40,100,0,260
SHOES,KQ - 2246,100,0,450
SHOES,DB - 9209,100,0,330
SHOES,KQ - 33346,100,0,330
SHOES,KS - 21610,100,0,250
SHOES,KS - 21647,100,0,250
SHOES,KS - 21738,100,0,250
SHOES,KQ - 33236,100,0,330
SHOES,KS - 21642,100,0,250
SHOES,KQ - 33401,100,0,330
SHOES,KS - 21758,0,0,0
SHOES,9093 - 133,100,0,300
SHOES,KQ - 22627,100,0,330
SHOES,2136 - 34,100,0,260
SHOES,KQ - 33394,100,0,330
SHOES,KS - 21616,100,0,250
SHOES,KQ - 33315,100,0,330
SHOES,9098 - 53,100,0,260
SHOES,KQ -  33327,100,0,330
SHOES,KS - 21648,100,0,250
SHOES,B71 - 3,100,0,350
SHOES,D - 253 - 2,18.75,260,320
SHOES,KQ - 33400,100,0,330
SHOES,KQ - 33402,100,0,330
SHOES,2136 - 7,100,0,260
SHOES,2136 - 10,100,0,260
SHOES,2136 - 33,100,0,260
SHOES,MG - 033,100,0,300
SHOES,KQ - 22753,100,0,450
SHOES,KQ - 33493,100,0,320
SHOES,B71 - 3A,100,0,450
SHOES,KS - 21784,100,0,280
SHOES,MG - 010,0,280,0
SHOES,KQ - 33366,100,0,330
SHOES,D - 266 - 2,100,0,320
SHOES,MG - 007,100,0,280
SHOES,A - 448,100,0,330
SHOES,KS - 21725,100,0,280
SHOES,KS - 21787,100,0,280
SHOES,KQ - 33439,100,0,350
SHOES,KQ - 33427,100,0,330
SHOES,KQ - 33463,100,0,330
SHOES,KQ - 33330,100,0,330
SHOES,KQ - 33492,100,0,320
SHOES,AB - 13,100,0,450
SHOES,KQ - 33555,100,0,460
SHOES,KS - 21878,100,0,280
SHOES,KQ - 33273,100,0,350
SHOES,KS - 21968,100,0,280
SHOES,KQ -  23029,100,0,350
SHOES,KQ - 33202,100,0,350
SHOES,KS - 21591,100,0,280
SHOES,KQ - 23122,100,0,350
SHOES,KQ - 33509,100,0,350
SHOES,KQ -33347,100,0,350
SHOES,X - 73,100,0,260
SHOES,A - 45,100,0,260
SHOES,KL - 30,100,0,330
SHOES,UG - B22,100,0,330
SHOES,B - 839,100,0,330
SHOES,KS - 21802,100,0,280
SHOES,KS - 21926,100,0,280
SHOES,KS - 049,100,0,300
SHOES,A - 65,0,280,280
SHOES,A - 39,6.67,280,300
SHOES,KP - 31022,100,0,260
SHOES,KP - 31000,100,0,260
SHOES,KP - 31033,100,0,260
SHOES,KP - 31069,100,0,260
SHOES,2136 - 2103,8.57,320,350
SHOES,KP - 31043,100,0,260
SHOES,KS - 21910,100,0,260
SHOES,KP - 31021,100,0,260
SHOES,X - 06,25,300,400
SHOES,KP - 31031,100,0,260
SHOES,KQ - 23049,100,0,350
SHOES,KQ - 33132,100,0,460
SHOES,KQ - 33347,100,0,350
SHOES,KQ - 33319,20,280,350
SHOES,KQ - 23080,100,0,350
SHOES,9096 - 9618,11.54,230,260
SHOES,KP - 31023,100,0,260
SHOES,9093 - 74,11.54,230,260
SHOES,KM - 025,100,0,260
SHOES,B - 804,100,0,300
SHOES,ES - 58,100,0,320
SHOES,ES - 66,100,0,320
SHOES,ES - 64,100,0,320
SHOES,ES - 63,100,0,320
SHOES,ES - 67,100,0,320
SHOES,MG - 044,100,0,280
SHOES,MG - 060,28.57,200,280
SHOES,MG - 536,100,0,280
SHOES,ES - 61,9.38,290,320
SHOES,ES - 59,9.38,290,320
SHOES,KS - 21971,100,0,280
SHOES,KS - 21982,100,0,280
SHOES,MG - 541,100,0,280
SHOES,MG - 527,100,0,280
SHOES,MG - 539,100,0,280
SHOES,ES - 65,100,0,320
SHOES,ES -59,100,0,320
SHOES,KS - 21975,100,0,280
SHOES,KS - 21963,100,0,280
SHOES,KQ - 33551,100,0,450
SHOES,2136 - 2117,100,0,260
SHOES,SY - 751,100,0,330
SHOES,6140 - 26,100,0,260
SHOES,9098 - 821,100,0,260
SHOES,9098 - 818,100,0,260
SHOES,AK - 053,100,0,280
SHOES,U - 2254,100,0,330
SHOES,AK - 056,100,0,280
SHOES,KS - 21977,100,0,280
SHOES,HK - 37,10.71,250,280
SHOES,MG - 035,100,0,280
SHOES,HJ - 31,100,0,280
SHOES,ES - 60,100,0,320
SHOES,MG - 051,100,0,280
SHOES,MG - 532,100,0,280
SHOES,MG - 048,100,0,280
SHOES,ES  - 62,100,0,320
SHOES,MG - 069,100,0,350
SHOES,MG- 050,100,0,280
SHOES,MG - 005,100,0,280
SHOES,X - 11#,25,300,400
SHOES,KL - 35,100,0,350
SHOES,C - 21,100,0,260
SHOES,KQ - 33724,100,0,460
SHOES,HJ - 22,100,0,260
SHOES,KQ - 33283,100,0,360
SHOES,U - 2205,9.09,300,330
SHOES,KQ - 33715,100,0,360
SHOES,KQ - 33415,100,0,350
SHOES,KQ - 33389,100,0,350
SHOES,C - 20,100,0,260
SHOES,KQ - 33828,100,0,350
